gridID,TreeFrac,CropFrac,ShrubFrac,HerbFrac
602,0.0000,0.0000,0.0000,0.0000
603,0.0000,0.0000,0.0000,0.0000
604,0.0000,0.0000,0.0000,0.0000
605,0.0000,0.0000,0.0000,0.0000
606,0.0000,0.0000,0.0000,0.0000
607,0.0000,0.0000,0.0000,0.0000
608,0.0000,0.0000,0.0000,0.0000
609,0.0000,0.0000,0.0000,0.0000
610,0.0000,0.0000,0.0000,0.0000
611,0.0000,0.0000,0.0000,0.0000
612,0.0000,0.0000,0.0000,0.0000
613,0.0000,0.0000,0.0000,0.0000
614,0.0000,0.0000,0.0000,0.0000
615,0.0000,0.0000,0.0000,0.0000
616,0.0000,0.0000,0.0000,0.0000
617,0.0000,0.0000,0.0000,0.0000
618,0.0000,0.0000,0.0000,0.0000
619,0.0000,0.0000,0.0000,0.0000
620,0.0000,0.0000,0.0000,0.0000
621,0.0000,0.0000,0.0000,0.0000
622,0.0000,0.0000,0.0000,0.0000
623,0.0000,0.0000,0.0000,0.0000
624,0.0000,0.0000,0.0000,0.0000
625,0.0000,0.0000,0.0000,0.0000
626,0.0000,0.0000,0.0000,0.0000
627,0.0000,0.0000,0.0000,0.0000
628,0.0000,0.0000,0.0000,0.0000
